messageId,sender,sentAt,payloadSize,deliveredAt,latencyMs
1ce89ce0-5fd9-56cf-bd63-8b9630e1453d,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267836924,184.0,1785267837044,120
cecf78ab-aa6e-5240-a099-e9b8b65ce456,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267836959,184.0,1785267837047,88
71885bf0-c706-599b-80f7-31e39ae17f59,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267837884,184.0,1785267837983,99
0d81032a-c883-5613-993f-56ede3575f2d,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267837900,184.0,1785267838023,123
b341fc53-3ba1-55f2-b311-2ceba9b975b1,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267838892,184.0,1785267839019,127
3e953fac-0900-5d0c-be89-fc7896de69f0,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267838895,184.0,1785267839030,135
6748753b-03b0-565e-9675-a618b7f436de,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267839896,184.0,1785267840011,115
ee3f76b6-656e-573a-b1d8-818256debe40,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267839899,184.0,1785267840015,116
52b02273-9b1a-5843-9bef-58638737d87b,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267840889,184.0,1785267841013,124
41cfe97f-c0e5-50dd-acef-81145b17a14e,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267840889,184.0,1785267841017,128
bc4aff4e-46ce-5c5d-a3af-feee8554e143,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267841898,184.0,1785267841938,40
bb9f81b6-16e7-52c3-a141-256ef5058abf,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267842893,184.0,1785267842973,80
0d04264c-44ab-5150-a7e4-9a29460e728d,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267842899,184.0,1785267842977,78
7a5b40a7-e469-5989-a649-7785983a8224,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267843890,184.0,1785267844026,136
3aba1f24-0242-51d5-b165-01d332616eb6,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267843931,184.0,1785267844030,99
83bb9f16-bb2b-5251-aafb-97031f25ff6b,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267844909,184.0,1785267844997,88
f82b076c-244e-5e58-8859-475cb9a149fb,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267844912,184.0,1785267845003,91
2c1ce270-6924-5be7-b92b-7bb3f2c0f73e,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267845902,184.0,1785267845943,41
6d6ac726-b9ea-59fe-82bc-84fe529adc49,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267845904,184.0,1785267845949,45
18786936-ced5-5b91-89db-6cf7e637a5bc,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267846909,184.0,1785267846977,68
4409d18c-ebdf-5f46-ab94-7a761122e3e8,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267847867,184.0,1785267847970,103
5eb4a603-4843-56ac-9146-675e354713c7,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267847870,184.0,1785267847977,107
c355656a-f39b-5573-8760-6467fcfd1b22,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267848891,184.0,1785267849004,113
f661fa37-c7ab-5323-8912-5e78b116b200,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267848895,184.0,1785267849010,115
b35aca21-6ab4-555d-a985-4fc54b1b5870,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267849876,184.0,1785267849996,120
05e50c3b-ab89-5b18-9891-6b007720ce76,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267849890,184.0,1785267850000,110
3a4e5bb4-481a-52cc-b525-1ed817e0013f,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267850872,184.0,1785267851030,158
dede1878-ed5d-535a-9f2c-490d1bcba65a,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267850872,184.0,1785267851034,162
71d8c9c9-01b9-5f49-b543-36031f7f910f,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267851912,184.0,1785267852018,106
c257234b-32ca-59b5-8171-adb2964ce17e,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267851912,184.0,1785267852021,109
9aad9620-dac2-5db0-8044-f63dcb5d131f,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267852908,184.0,1785267852962,54
82a26fd1-acbd-51ff-a203-4c57e35d28b1,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267853884,184.0,1785267853927,43
f7f72112-a296-5908-a95e-f3256e481657,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267853887,184.0,1785267853969,82
4a4bd1d8-8b99-56b2-8044-2383903aa85d,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267854923,184.0,1785267854990,67
bb5a7d8d-804b-50a6-97d4-6f367a3c9304,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267854923,184.0,1785267854994,71
36edab9a-3979-5af6-b700-2e27f7352187,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267855875,184.0,1785267855935,60
03a3d8fe-79a0-5338-98f7-8abddcf8b23e,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267855880,184.0,1785267855978,98
32812cf2-a9b6-5cfc-9b6c-573161344930,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267856863,184.0,1785267856968,105
e1289044-ecea-5792-996a-90fbcb825f37,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267856865,184.0,1785267856974,109
432bdfb6-6b9e-5378-ae10-b22dc4f108da,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267857912,184.0,1785267858020,108
7f710fa8-2ae6-5409-b53a-99c9de01a29d,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267858883,184.0,1785267858949,66
d6186703-d9d1-56fb-b8a4-2d76aa227a75,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267858888,184.0,1785267858955,67
e7981b24-9de4-5091-a7b5-1ddc59518db7,87582740cd5c7d4b4483af3315114f5d148615547fae3d0a73e735a4984c7606,1785267859923,184.0,1785267859982,59
